id,project_code,type,status,description
REQ-AXO-063,AXO,Requirement,delivered,"COMPLETED — verified 2026-05-02. REQ-AXO-043 + REQ-AXO-125 + REQ-AXO-129 jointly delivered the structured-recovery contract across the public surface: `data.status`, `data.next_action`, `data.operator_guidance.{problem_class,follow_up_tools,llm_contract}`, `data.missing_field`, `data.registered_project_codes`, `data.unknown_global_rule_ids`, `data.diagnostic_excerpt`, etc. Documented in SKILL.md `Public tool contract` section. Standardized via shared helper `wrong_project_scope_response` (used by 9 public tools). New tools accepting `project_code` adopt via the one-line call. Future tools follow the same template by skill mandate."
REQ-AXO-119,AXO,Requirement,delivered,"RESOLVED 2026-05-01. axon_init_project now attaches a stable kickoff bundle in data.kickoff_bundle on every call (first-init AND re-init). Bundle fields: kickoff_prompt (DEC-PRO-001 description verbatim with hardcoded fallback), kickoff_prompt_source, methodology_summary (CPT-AXO-019 verbatim with fallback), methodology_summary_source, entry_points (machine-readable cold-start reading order with kind file/mcp/cypher), active_handoff (path to most recent docs/working-notes/<date>-handoff-*.md or null). Helpers added in tools_soll/workflow_project.rs: read_soll_node_description, cold_start_entry_points, default_methodology_summary, default_kickoff_prompt, find_active_handoff, axon_init_project_bundle. Three tests pin the contract: returns_kickoff_bundle_for_first_init asserts all four fields plus the entry_points kind diversity; returns_identical_bundle_on_re_init asserts equivalence across two calls on the same project_path; bundle_active_handoff_null_when_no_working_notes asserts active_handoff null when docs/working-notes absent. SKILL.md updated. Future protocol changes go in DEC-PRO-001 / CPT-AXO-019 (single source of truth) and the bundle picks them up automatically. Originator Claude Opus 4.7 session 2026-05-01."
REQ-AXO-073,AXO,Requirement,rejected,Empty placeholder discovered 2026-05-01 during SOLL surface completion audit. Archived. See REQ-AXO-071 for context.
REQ-AXO-075,AXO,Requirement,rejected,Empty placeholder discovered 2026-05-01 during SOLL surface completion audit. Archived. See REQ-AXO-071 for context.
REQ-AXO-068,AXO,Requirement,delivered,"COMPLETED — verified empirically 2026-05-02 (Phase D quick-wins). embedder.rs:942 `fn gpu_pre_batch_vram_guard_enabled() -> bool` ends with `.unwrap_or(true)` (line 951). Docstring at line 938 explicitly states 'Default: **true**. On 8GB GPUs, VRAM exhaustion causes unified memory spill...'. The default-on policy was implemented as part of REQ-AXO-049 (VRAM Guard hardening) and the existing tests (gpu_pre_batch_vram_guard_recycles_on_unknown_telemetry_by_default, gpu_pre_batch_vram_guard_allows_batch_below_admission, etc.) cover both branches. CPT-AXO-025 Branch 1 caught: I assumed unimplemented; reading source revealed implementation. No code change needed. REQ-AXO-068 was a stale 'planned' that should have been flipped earlier."
REQ-AXO-126,AXO,Requirement,delivered,"Set 2026-05-01 by Didier. Every axon_commit_work currently triggers axon_export_soll which writes a SOLL_EXPORT_<timestamp>.md to docs/vision/. The directory accumulated 764 files in routine usage and the user has asked to (a) delete the existing pile and (b) disable the export mechanism temporarily until a final retention or replacement strategy is decided. Implementation 2026-05-01: gate axon_export_soll behind AXON_SOLL_EXPORT_ENABLED (must be set to 1, true, yes, or on for the export to write); default off. When disabled the function returns a success-shaped response with data.disabled true so the calling code in axon_commit_work continues to work without raising an error. The 764 accumulated files were deleted in the same commit. Pending design: should SOLL exports be (1) on-demand only (e.g., explicit soll_export tool call), (2) auto-rotated with retention N, (3) replaced with a different snapshot mechanism (e.g., one snapshot per release), or (4) removed altogether in favor of soll_query_context. Until that decision lands, leave AXON_SOLL_EXPORT_ENABLED unset and the directory stays clean. Originator Didier 2026-05-01 explicit request during the contract polish session."
REQ-AXO-072,AXO,Requirement,rejected,Empty placeholder discovered 2026-05-01 during SOLL surface completion audit. Archived. See REQ-AXO-071 for context.
VAL-AXO-037,AXO,Validation,planned,"## Setup
DEC-AXO-073 Phase L.1+L.2 landed. Probe 90s, fresh DB, AXON_PARQUET_EMBEDDING_STORE_ENABLED=true.

## Result
- vector_chunks_total = **6926 / 90s = 76.9 ch/s** (3.22x baseline 23.9)
- persist_ms 29-53ms (was 137-1412ms, 17x faster)
- Parquet file confirmed at .axon-dev/graph_v2/embeddings/2026-05-05T18/
- embedder_provider.effective=cuda
- Lib tests 934/0/2 (was 929 + 5 new parquet tests)

## Acceptance vs DEC-AXO-073
- Throughput >=80 ch/s: **76.9 achieved** (within 4% of target, multi-run variance likely crosses)
- Parquet file written + readable: PASS
- Lib tests preserved: PASS
- commit_ms flat: PARTIAL (Writer Actor still grows; separate graph_ingestion problem)

## Net code change
- new module parquet_embedding_store.rs ~270 LOC w/ 5 tests
- new deps: parquet 54 + arrow-array 54 + arrow-schema 54
- ~40 LOC wiring (vector_worker_loop + embedder.rs + 2 scripts for env)

## Tags
performance, vector-pipeline, parquet, side-store, dec-axo-073-validation"
REQ-AXO-069,AXO,Requirement,delivered,"COMPLETED — verified empirically 2026-05-02 (Phase D quick-wins). Integration test `stop_tree_parent_first_prevents_respawn` exists at `src/axon-core/src/bin/axonctl.rs:1567` (function visible via mcp__axon__query). The test: spawns real bash parent + child via tmux-style topology, sets SIGTERM traps with timestamp-recording, sends parent-first SIGTERM via the production stop_tree code path, asserts (a) parent received SIGTERM first, (b) child received SIGTERM after, (c) no respawn marker (`respawn_attempted` file) was created. Marked `#[ignore]` because spawning real processes is not run in default `cargo test`; explicit invocation via `cargo test stop_tree_parent_first_prevents_respawn -- --ignored` runs it. Visible in axonctl test suite as 17 tests with 1 ignored (matches expected). CPT-AXO-025 Branch 1 caught: I assumed unimplemented; query revealed implementation. No code change needed."
REQ-AXO-074,AXO,Requirement,rejected,Empty placeholder discovered 2026-05-01 during SOLL surface completion audit. Status was in_progress with no description. Archived. See REQ-AXO-071 for context.
REQ-AXO-076,AXO,Requirement,rejected,Empty placeholder discovered 2026-05-01 during SOLL surface completion audit. Archived. See REQ-AXO-071 for context.
VAL-AXO-042,AXO,Validation,planned,"## Setup

Validation placeholder pour les résultats du benchmark `scripts/dev/bench-throughput-targets.sh` (commits bcd2f82 + ddc2a97).

## Run

```bash
./scripts/dev/bench-throughput-targets.sh \
    --scope /home/dstadel/projects/axon \
    --duration 90 \
    --target 120 \
    --out dev-bench-throughput-FINAL.csv
```

Durée attendue: ~10-15 min (7 cellules × 90s + warmup).

## Résultats à enregistrer

Après exécution, copier le CSV dans cette description avec analyse:

| Cellule | chunks/sec | Target met | Notes |
|---|---|---|---|
| baseline | TODO | TODO | sans aucune optim |
| p2a-batch64 | TODO | TODO | +CHUNK_BATCH=64 |
| p2b-bytes16mb | TODO | TODO | +MAX_BYTES=16MB |
| p3-tf32 | TODO | TODO | +TF32=1 |
| p4a-persistq64 | TODO | TODO | +PERSIST_Q=64 |
| p4b-parquet | TODO | TODO | +PARQUET=1 |
| **cumulative-target** | **TODO** | **TODO** | **toutes ON** |

## Verdict

_(À remplir par l'opérateur post-run)_

- [ ] Si cumulative ≥ 120 ch/s : SUCCESS, REQ-AXO-221 closed, no pipeline refactor needed. Recall TF32 à valider contre golden set.
- [ ] Si cumulative entre 60-120 ch/s : PARTIAL, escalade REQ-AXO-223 (pipeline refactor) pour le ×2-3 restant.
- [ ] Si cumulative < 60 ch/s : FAILED, investigation prioritaire sur le pipeline single-loop bottleneck (CPT-AXO-044).

## Hardware context

- Machine: laptop GPU 8GB VRAM (Ampere).
- BGE-Large 1024d FP16 + TensorRT EP.
- Workload: Axon repo (~50K chunks).
- Probe duration 90s pour amortir le warmup TensorRT.

## Originator

Claude Opus 4.7 [1m] session 4 phase 14 (2026-05-08). Bench infrastructure shipped autonomously sous mandat opérateur target 120 ch/s."
REQ-AXO-100,AXO,Requirement,delivered,RESOLVED 2026-05-01. scripts/start.sh now accepts --full as an alias for --indexer-full (added at line 328 alongside --indexer-full and --indexerfull). The previous session updated docs/operations/2026-04-18-live-dev-runtime-operations.md to use --indexer-full canonically; docs/getting-started.md still uses --full as the daily shorthand. Both forms now succeed verbatim. Help text updated to mention the alias. Originator Claude Opus 4.7 session 2026-05-01.
REQ-AXO-077,AXO,Requirement,rejected,Empty placeholder discovered 2026-05-01 during SOLL surface completion audit. Archived. See REQ-AXO-071 for context.
REQ-AXO-080,AXO,Requirement,delivered,"COMPLETED 2026-05-02. embedder.rs decomposition. Originally 10,313 LOC monolith with 6 worker loops + orchestration + helpers in single impl block.

=== Final state ===
emb edder.rs: 10,313 → 8,529 LOC (-1,784, -17.3%). All 6 worker loops extracted to dedicated submodules following the proven `use super::*` pattern.

| Phase | Commit | Worker loop | LOC saved |
|-------|--------|-------------|-----------|
| 1 | 2670b2b | vector_refill_worker_loop | 293 |
| 2 | 7dd2053 | vector_maintenance_worker_loop | 84 |
| 3 | 2fa7c36 | vector_prepare_worker_loop | 121 |
| 4 | e859832 | vector_persist_worker_loop | 96 |
| 5 | 23ccaaf | vector_finalize_worker_loop + process_vector_persist_outbox | 82 |
| 6 | 7a5913e | vector_worker_loop (1018 LOC hot path) + build_vector_embedding_model (93 LOC) | 1108 |

All commits: pure structural extraction (function body verbatim, behaviour-preserving), single caller spawn-site update, inline #[cfg(test)] linkage assertion (TDD gate REQ-AXO-121), zero new warnings, zero test regression.

=== Pattern reproductible ===
For a worker loop with no Self:: usage in body:
1. Create `embedder/<loop_name>.rs` with `use super::*;` + `pub(super) fn <loop>(...)` body verbatim.
2. Add `#[path = ""...""] mod <loop_name>;` declaration in embedder.rs.
3. Update spawn site `Self::<loop>(...)` → `<loop_name>::<loop>(...)`.
4. Delete the function from impl block via sed.
5. Inline #[cfg(test)] linkage assertion in new file (TDD gate).
6. cargo build && cargo test --lib (suite stays ≥ baseline).

For a loop with one Self:: helper (vector_worker_loop case): co-locate the helper in the same new submodule. The Self::helper(...) call inside the loop becomes bare helper(...) since both are sibling free functions.

For cross-submodule helper calls: `use super::<sibling>::<helper>` reaches pub(super) items in sibling submodules.

=== Verification cumulative ===
- Test suite: 920 → 935 (+15: 6 new linkage assertions + 9 pre-existing tests now run reachable).
- Zero warning maintained throughout 6 commits.
- Production runtime not exercised in this session (no live promotion); pure structural refactor with byte-for-byte function bodies recommends low risk, but vector benchmark p50/p95 verification is recommended at next promotion to confirm no compiler-optimization-boundary impact on hot path."
REQ-AXO-081,AXO,Requirement,delivered,"stop.sh contains zero process-kill logic - pure delegation to axonctl. CONFIRMED COMPLETED 2026-05-02 hygiene pass: REQ-AXO-093 / REQ-AXO-101 / REQ-AXO-116 already delivered the bash-side cleanup; status was 'met' from a prior session, just flipped to 'completed' for index hygiene."
REQ-AXO-085,AXO,Requirement,delivered,"axonctl stop must handle Text file busy gracefully. CONFIRMED COMPLETED 2026-05-02 hygiene pass: status was 'met' from a prior session, just flipped to 'completed' for index hygiene."
REQ-AXO-128,AXO,Requirement,delivered,"**Problem**: the indexer pays the GPU cost to vectorize every chunk and persist `Chunk.embedding` rows in IST. Under the brain_only profile (the live MCP authority that serves all read-side LLM clients), the query-time embedding path is currently fail-fast (REQ-AXO-087): when an LLM calls `query`, `batch_embed` returns immediately with `Semantic fallback: embedding worker not in current profile`, the SQL engine never gets a query embedding, and the existing DuckDB `array_cosine_distance(s.embedding, $query_emb::FLOAT[DIMENSION])` path collapses to its structural-only branch. The persisted embeddings are dead weight from the brain's perspective; the brain literally does not deserve its name without semantic retrieval over its own canonical vectors. This was raised by the user (Didier) on 2026-05-02 in the context of REQ-AXO-124 part 2 (multi-token slow timeout).

**Required**: load an in-process ORT CPU embedding session in the brain at boot (or lazily on first query). Use the same ONNX model the indexer loads for chunk vectorization so the vector space is identical. Wire `batch_embed` to dispatch to the CPU session under brain_only and to the existing GPU subprocess under indexer_*. See DEC-AXO-061 for the chosen approach and rejected alternatives, CPT-AXO-022 for the architectural pattern.

**Acceptance criteria**:
1. **Functional**: under brain_only, `query(""axonctl status"")` (multi-token, currently times out per REQ-AXO-124 part 2) returns ranked results with `match_reason` indicating a semantic distance score, within 500 ms p95 on a graph of 50k Chunks. The persisted `Chunk.embedding` rows are scored against the query embedding via `array_cosine_distance`.
2. **Vector coherence**: the CPU session loads the same model artifact path (`runtime_embedding_snapshot_dir()/onnx/model.onnx`) and tokenizer that `OrtGpuFirstTextEmbedding::try_new(lane, idx, use_cuda=false)` uses today (gpu_backend.rs:130). Output dim matches `embedding_contract::DIMENSION`. A unit test asserts that the same input text produces the same vector (within float tolerance) whether embedded via the CPU in-process path or the GPU subprocess path.
3. **Lifecycle**: the embedder is created at brain boot (or on first call — implementation choice tracked in DEC-AXO-061). It is dropped cleanly on brain shutdown. It does not interfere with the GPU subprocess when both could exist (indexer-collocated brain).
4. **Routing**: `batch_embed` chooses the CPU in-process path when `current_query_embedding_sender()` returns `None` AND the runtime mode is brain_only (or any non-indexer profile that does not own a GPU subprocess). The fail-fast wording from REQ-AXO-087 (""embedding worker not in current profile"") is replaced or no longer reachable under brain_only — update SKILL.md and REQ-AXO-087 to reflect.
5. **MCP contract**: the response surface in `axon_query` correctly labels the mode as `hybrid (structure + semantic similarity)` (already does so when `score` is in the SQL — just needs the embedding to be present). The `data.semantic_fallback_reason` field is `None` under brain_only when the CPU session is healthy.
6. **Tests**: (a) unit test for the CPU embedder returning a vector of the right dimension; (b) integration test that exercises `query` under brain_only with a fixture graph containing chunks with embeddings, asserting semantic ranking; (c) regression test that the indexer profile still uses the GPU subprocess.
7. **Documentation**: SKILL.md documents the brain_only semantic capability. REQ-AXO-087 is updated to describe the residual case (transient subprocess unavailability during indexer startup); the ""profile-excluded"" wording is retired.

**Out of scope** (tracked as future work):
- Activating DuckDB's VSS extension for sub-linear k-NN. Useful once chunk count reaches 100k+; until then, full-scan `array_cosine_distance` is acceptable.
- Reusing the CPU session for indexer ingestion (the indexer should keep using the GPU subprocess for throughput; the CPU path is single-query-oriented).

**Originator**: user (Didier) discussion 2026-05-02 — ""À quoi ça sert que l'on vectorise si derrière, on n'a pas accès à ce type de recherche qui augmente la recherche graph ? […] le Brain ne s'appelle pas Brain pour rien."" Captured by Claude Opus 4.7 session 2026-05-02 after rejecting quick-fix proposals A1, F."
